eid,eulerLeft,eulerRight,site
sub-NDARTP795WU2,542,667,Site-RU
sub-NDARTT013GUN,171,144,Site-RU
sub-NDARTT194LTU,504,585,Site-RU
sub-NDARTT242GNN,172,217,Site-RU
sub-NDARTT272WT5,84,80,Site-RU
sub-NDARTT667RKQ,240,249,Site-RU
sub-NDARTU777GVV,31,48,Site-RU
sub-NDARTV525XC0,208,312,Site-RU
sub-NDARTW685ENR,214,286,Site-RU
sub-NDARTW850GHU,64,32,Site-RU
sub-NDARTW855BPJ,43,36,Site-RU
sub-NDARTW889JN9,98,119,Site-RU
sub-NDARTX659HAF,10,11,Site-RU
sub-NDARTX795AKR,223,181,Site-RU
sub-NDARTY225EWV,40,36,Site-RU
sub-NDARTZ901LDK,104,94,Site-RU
sub-NDARUA832MYV,41,24,Site-RU
sub-NDARUB231LHN,41,41,Site-RU
sub-NDARUB495UD1,41,40,Site-RU
sub-NDARUC851WHU,19,26,Site-RU
sub-NDARUD776KFT,17,19,Site-RU
sub-NDARUE533XNH,30,21,Site-RU
sub-NDARUE603CHQ,228,140,Site-RU
sub-NDARUG278FNY,110,133,Site-RU
sub-NDARUG323DM3,102,118,Site-RU
sub-NDARUG492VF0,103,99,Site-RU
sub-NDARUJ744NEU,415,411,Site-RU
sub-NDARUJ779NM0,141,91,Site-RU
sub-NDARUJ894ZXG,140,150,Site-RU
sub-NDARUK329RUU,153,128,Site-RU
sub-NDARUL224GN6,218,181,Site-RU
sub-NDARUL456EER,183,184,Site-RU
sub-NDARUL675RXW,295,253,Site-RU
sub-NDARUM791WPF,35,29,Site-RU
sub-NDARUM797TFA,41,49,Site-RU
sub-NDARUN300FG1,287,250,Site-RU
sub-NDARUP249AMD,45,59,Site-RU
sub-NDARUP908XUJ,62,80,Site-RU
sub-NDARUT018UYN,101,90,Site-RU
sub-NDARUT470BM4,23,19,Site-RU
sub-NDARUV263YB5,25,29,Site-RU
sub-NDARUV578DU2,118,78,Site-RU
sub-NDARUW816MP3,72,49,Site-RU
sub-NDARUW904FMQ,135,89,Site-RU
sub-NDARUX216VHK,46,53,Site-RU
sub-NDARUX284GGB,504,562,Site-RU
sub-NDARUX886JLM,388,344,Site-RU
sub-NDARUY730ANT,29,46,Site-RU
sub-NDARUZ206DRV,134,93,Site-RU
sub-NDARVA930UA3,102,79,Site-RU
sub-NDARVB297WUM,184,176,Site-RU
sub-NDARVC305AC6,53,34,Site-RU
sub-NDARVC310XV2,191,203,Site-RU
sub-NDARVC716GEE,237,231,Site-RU
sub-NDARVD194JX2,103,62,Site-RU
sub-NDARVD635FX8,238,255,Site-RU
sub-NDARVD685RRJ,46,25,Site-RU
sub-NDARVG163VVN,65,52,Site-RU
sub-NDARVG597HNL,168,163,Site-RU
sub-NDARVH033CA4,90,52,Site-RU
sub-NDARVK720WZ0,178,169,Site-RU
sub-NDARVK922KE5,48,58,Site-RU
sub-NDARVL697YGK,59,21,Site-RU
sub-NDARVN270UU2,57,35,Site-RU
sub-NDARVN648NN2,33,29,Site-RU
sub-NDARVN899GWP,185,154,Site-RU
sub-NDARVN920VHJ,176,121,Site-RU
sub-NDARVP135ZGE,78,50,Site-RU
sub-NDARVP281CJ4,73,71,Site-RU
sub-NDARVP285RXV,31,42,Site-RU
sub-NDARVT072LX2,336,343,Site-RU
sub-NDARVT454LAE,283,233,Site-RU
sub-NDARVT488RXJ,64,61,Site-RU
sub-NDARVU683CTN,39,23,Site-RU
sub-NDARVV199XK2,69,66,Site-RU
sub-NDARVX162AZU,24,13,Site-RU
sub-NDARVY366HWJ,75,55,Site-RU
sub-NDARWA351ZE2,59,28,Site-RU
sub-NDARWA433WYZ,43,33,Site-RU
sub-NDARWA513WM2,45,47,Site-RU
sub-NDARWA544RDT,34,22,Site-RU
sub-NDARWA622HHZ,80,120,Site-RU
sub-NDARWC427JB2,27,30,Site-RU
sub-NDARWC801CB5,495,494,Site-RU
sub-NDARWD585PRZ,102,72,Site-RU
sub-NDARWD911WBU,34,31,Site-RU
sub-NDARWG798MJG,29,33,Site-RU
sub-NDARWG831JJ8,26,34,Site-RU
sub-NDARWH725TXP,74,23,Site-RU
sub-NDARWH779MZ2,52,48,Site-RU
sub-NDARWJ064WYP,22,37,Site-RU
sub-NDARWJ217HDQ,196,138,Site-RU
sub-NDARWJ321WKG,30,21,Site-RU
sub-NDARWJ498CZY,54,36,Site-RU
sub-NDARWK065NJ9,57,47,Site-RU
sub-NDARWK983JFE,471,560,Site-RU
sub-NDARWM527PRT,63,33,Site-RU
sub-NDARWM656UWL,21,26,Site-RU
sub-NDARWM848AKP,117,108,Site-RU
sub-NDARWN523GVF,292,290,Site-RU
sub-NDARWN691CG7,41,49,Site-RU
sub-NDARWN709HA2,13,29,Site-RU
sub-NDARWN885MGD,103,88,Site-RU
sub-NDARWP634RZL,61,85,Site-RU
sub-NDARWP815VUP,559,532,Site-RU
sub-NDARWP954GPJ,248,299,Site-RU
sub-NDARWR678HLF,35,30,Site-RU
sub-NDARWR732NZE,442,318,Site-RU
sub-NDARWT086XMF,238,240,Site-RU
sub-NDARWT389BYY,681,615,Site-RU
sub-NDARWT449PUN,99,77,Site-RU
sub-NDARWU876CWH,34,33,Site-RU
sub-NDARWV405ZW0,57,35,Site-RU
sub-NDARWV449GEM,283,260,Site-RU
sub-NDARWV568MEU,149,135,Site-RU
sub-NDARWV794VM2,45,31,Site-RU
sub-NDARWW003WWW,382,352,Site-RU
sub-NDARWW005GCU,34,25,Site-RU
sub-NDARWX338NDL,195,210,Site-RU
sub-NDARWX711LBK,82,65,Site-RU
sub-NDARWZ024UYK,104,75,Site-RU
sub-NDARXB286YBR,183,150,Site-RU
sub-NDARXC878WB2,350,347,Site-RU
sub-NDARXD345GBN,59,45,Site-RU
sub-NDARXD388TTE,78,52,Site-RU
sub-NDARXD502MC1,260,228,Site-RU
sub-NDARXD710RLN,82,114,Site-RU
sub-NDARXE542EMB,68,71,Site-RU
sub-NDARXF203DCD,117,112,Site-RU
sub-NDARXF358XGE,35,27,Site-RU
sub-NDARXG108HK2,356,397,Site-RU
sub-NDARXG571WPL,88,94,Site-RU
sub-NDARXG646PM9,149,140,Site-RU
sub-NDARXG670HFE,370,441,Site-RU
sub-NDARXG736VP9,541,503,Site-RU
sub-NDARXG767MTB,59,40,Site-RU
sub-NDARXG995EV6,269,301,Site-RU
sub-NDARXH393TMM,54,46,Site-RU
sub-NDARXH529MTX,48,53,Site-RU
sub-NDARXH597ML1,67,32,Site-RU
sub-NDARXK076XU8,587,552,Site-RU
sub-NDARXL023NG9,78,89,Site-RU
sub-NDARXL588FFJ,175,141,Site-RU
sub-NDARXN764AC7,39,22,Site-RU
sub-NDARXP557DLJ,69,72,Site-RU
sub-NDARXR637JER,44,30,Site-RU
sub-NDARXR965TFK,38,23,Site-RU
sub-NDARXT256FRP,177,213,Site-RU
sub-NDARXT256RNV,21,30,Site-RU
sub-NDARXT792GY8,350,286,Site-RU
sub-NDARXT822TAA,326,293,Site-RU
sub-NDARXU018RGY,259,173,Site-RU
sub-NDARXU253JHC,23,31,Site-RU
sub-NDARXU715EGL,75,83,Site-RU
sub-NDARXV445NYZ,66,41,Site-RU
sub-NDARXX895FNJ,22,10,Site-RU
sub-NDARXY162ERA,254,295,Site-RU
sub-NDARXY240WJC,44,39,Site-RU
sub-NDARXY745NXJ,441,444,Site-RU
sub-NDARXY938XY7,115,117,Site-RU
sub-NDARXZ685TU4,50,40,Site-RU
sub-NDARYA503XVQ,206,187,Site-RU
sub-NDARYA556KP8,22,22,Site-RU
sub-NDARYB392JWP,13,15,Site-RU
sub-NDARYC243UW5,322,374,Site-RU
sub-NDARYC466ER1,47,44,Site-RU
sub-NDARYC594EHN,13,11,Site-RU
sub-NDARYD195BDH,103,33,Site-RU
sub-NDARYD546HCB,106,112,Site-RU
sub-NDARYE521RDA,139,144,Site-RU
sub-NDARYF135ZHU,231,243,Site-RU
sub-NDARYF338WW1,34,28,Site-RU
sub-NDARYF368WEA,50,45,Site-RU
sub-NDARYF728BEP,210,202,Site-RU
sub-NDARYG391PMU,69,65,Site-RU
sub-NDARYG546ZFF,420,576,Site-RU
sub-NDARYG665JUD,26,23,Site-RU
sub-NDARYG874EKA,35,18,Site-RU
sub-NDARYH951HH5,148,184,Site-RU
sub-NDARYJ301DYN,256,237,Site-RU
sub-NDARYJ638RTN,53,52,Site-RU
sub-NDARYK942YHY,486,485,Site-RU
sub-NDARYL758JGG,43,21,Site-RU
sub-NDARYM334BZ5,34,24,Site-RU
sub-NDARYN254VW6,359,266,Site-RU
sub-NDARYN595JMA,26,40,Site-RU
sub-NDARYR150UDP,459,425,Site-RU
sub-NDARYR829KD8,23,27,Site-RU
sub-NDARYR994ELB,186,260,Site-RU
sub-NDARYT155NHX,228,186,Site-RU
sub-NDARYU898ETS,14,13,Site-RU
sub-NDARYX592YYR,334,371,Site-RU
sub-NDARYX806FL1,26,33,Site-RU
sub-NDARYY022HBW,89,82,Site-RU
sub-NDARYY218LU2,104,110,Site-RU
sub-NDARYY664KHF,38,45,Site-RU
sub-NDARYZ489EHH,465,446,Site-RU
sub-NDARYZ693DE2,401,430,Site-RU
sub-NDARYZ909VND,412,382,Site-RU
sub-NDARZA694WHF,81,68,Site-RU
sub-NDARZC344VH2,111,105,Site-RU
sub-NDARZC499NVX,44,47,Site-RU
sub-NDARZD099KWW,87,41,Site-RU
sub-NDARZE685UJ5,286,196,Site-RU
sub-NDARZE850WXD,176,200,Site-RU
sub-NDARZG690NHH,33,25,Site-RU
sub-NDARZH451LRZ,53,41,Site-RU
sub-NDARZJ016GL0,307,227,Site-RU
sub-NDARZJ460RWZ,275,331,Site-RU
sub-NDARZJ603JM0,49,39,Site-RU
sub-NDARZK732FZ0,35,27,Site-RU
sub-NDARZK753WGR,129,116,Site-RU
sub-NDARZL724HAX,149,156,Site-RU
sub-NDARZL855WVA,22,32,Site-RU
sub-NDARZN277NR6,48,33,Site-RU
sub-NDARZP630WYL,35,42,Site-RU
sub-NDARZU822WN3,331,485,Site-RU
sub-NDARZW472CCF,325,281,Site-RU
sub-NDARZW930MF2,134,114,Site-RU
sub-NDARZY668NMV,23,18,Site-RU
sub-NDARZZ740MLM,214,196,Site-RU
